C:\Users\kelke\Desktop\data\IMG\center_2020_05_26_14_05_54_373.jpg, C:\Users\kelke\Desktop\data\IMG\left_2020_05_26_14_05_54_373.jpg, C:\Users\kelke\Desktop\data\IMG\right_2020_05_26_14_05_54_373.jpg, 0, 0, 0, 2.569517E-05
C:\Users\kelke\Desktop\data\IMG\center_2020_05_26_14_05_54_475.jpg, C:\Users\kelke\Desktop\data\IMG\left_2020_05_26_14_05_54_475.jpg, C:\Users\kelke\Desktop\data\IMG\right_2020_05_26_14_05_54_475.jpg, 0, 0, 0, 2.213187E-05
C:\Users\kelke\Desktop\data\IMG\center_2020_05_26_14_05_54_576.jpg, C:\Users\kelke\Desktop\data\IMG\left_2020_05_26_14_05_54_576.jpg, C:\Users\kelke\Desktop\data\IMG\right_2020_05_26_14_05_54_576.jpg, 0, 0, 0, 2.306262E-05
C:\Users\kelke\Desktop\data\IMG\center_2020_05_26_14_05_54_677.jpg, C:\Users\kelke\Desktop\data\IMG\left_2020_05_26_14_05_54_677.jpg, C:\Users\kelke\Desktop\data\IMG\right_2020_05_26_14_05_54_677.jpg, 0, 0, 0, 2.518033E-05
C:\Users\kelke\Desktop\data\IMG\center_2020_05_26_14_05_54_780.jpg, C:\Users\kelke\Desktop\data\IMG\left_2020_05_26_14_05_54_780.jpg, C:\Users\kelke\Desktop\data\IMG\right_2020_05_26_14_05_54_780.jpg, 0, 0, 0, 2.210516E-05
C:\Users\kelke\Desktop\data\IMG\center_2020_05_26_14_05_54_880.jpg, C:\Users\kelke\Desktop\data\IMG\left_2020_05_26_14_05_54_880.jpg, C:\Users\kelke\Desktop\data\IMG\right_2020_05_26_14_05_54_880.jpg, 0, 0, 0, 2.259479E-05
C:\Users\kelke\Desktop\data\IMG\center_2020_05_26_14_05_54_984.jpg, C:\Users\kelke\Desktop\data\IMG\left_2020_05_26_14_05_54_984.jpg, C:\Users\kelke\Desktop\data\IMG\right_2020_05_26_14_05_54_984.jpg, 0, 0, 0, 2.223518E-05
C:\Users\kelke\Desktop\data\IMG\center_2020_05_26_14_05_55_086.jpg, C:\Users\kelke\Desktop\data\IMG\left_2020_05_26_14_05_55_086.jpg, C:\Users\kelke\Desktop\data\IMG\right_2020_05_26_14_05_55_086.jpg, 0, 0, 0, 2.225261E-05
C:\Users\kelke\Desktop\data\IMG\center_2020_05_26_14_05_55_190.jpg, C:\Users\kelke\Desktop\data\IMG\left_2020_05_26_14_05_55_190.jpg, C:\Users\kelke\Desktop\data\IMG\right_2020_05_26_14_05_55_190.jpg, 0, 0, 0, 2.270931E-05
C:\Users\kelke\Desktop\data\IMG\center_2020_05_26_14_05_55_291.jpg, C:\Users\kelke\Desktop\data\IMG\left_2020_05_26_14_05_55_291.jpg, C:\Users\kelke\Desktop\data\IMG\right_2020_05_26_14_05_55_291.jpg, 0, 0, 0, 2.600181E-05
C:\Users\kelke\Desktop\data\IMG\center_2020_05_26_14_05_55_395.jpg, C:\Users\kelke\Desktop\data\IMG\left_2020_05_26_14_05_55_395.jpg, C:\Users\kelke\Desktop\data\IMG\right_2020_05_26_14_05_55_395.jpg, 0, 0, 0, 2.23505E-05
C:\Users\kelke\Desktop\data\IMG\center_2020_05_26_14_05_55_496.jpg, C:\Users\kelke\Desktop\data\IMG\left_2020_05_26_14_05_55_496.jpg, C:\Users\kelke\Desktop\data\IMG\right_2020_05_26_14_05_55_496.jpg, 0, 0, 0, 2.400544E-05
C:\Users\kelke\Desktop\data\IMG\center_2020_05_26_14_05_55_597.jpg, C:\Users\kelke\Desktop\data\IMG\left_2020_05_26_14_05_55_597.jpg, C:\Users\kelke\Desktop\data\IMG\right_2020_05_26_14_05_55_597.jpg, 0, 0, 0, 2.217387E-05
C:\Users\kelke\Desktop\data\IMG\center_2020_05_26_14_05_55_702.jpg, C:\Users\kelke\Desktop\data\IMG\left_2020_05_26_14_05_55_702.jpg, C:\Users\kelke\Desktop\data\IMG\right_2020_05_26_14_05_55_702.jpg, 0, 0, 0, 2.193399E-05
